,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,star_rating,ratings,latest_price
39,HP,Missing,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,4.2,273,486.08
40,DELL,Vostro,Intel,Core i3,10.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,4.3,1267,480.0
41,RedmiBook,15,Intel,Core i3,11.0,8,DDR4,256,0,Windows,32,0,ThinNlight,15.6,1,No,No,4.3,1063,473.93
42,HP,Pavilion,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,14.0,1,Yes,Yes,4.6,14,656.25
43,acer,Aspire,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,0.0,0,473.93
44,realme,Book,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,4.4,6352,571.17
45,ASUS,Missing,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,4.3,284,461.77
46,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,14.0,1,No,Yes,4.6,44,460.56
47,Lenovo,IdeaPad,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,No,4.2,33,473.93
48,Lenovo,IdeaPad,Intel,Core i3,10.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,4.2,286,461.77
49,DELL,Vostro,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.96,1,No,Yes,3.6,10,510.39
50,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,4.5,816,559.01
51,Lenovo,IdeaPad,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,4.3,543,486.08
52,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,4.8,9,516.47
53,Infinix,INBook,Intel,Core i3,10.0,8,LPDDR4X,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,4.3,1221,401.0
54,DELL,Vostro,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,4.3,1178,449.62
55,Lenovo,Ideapad,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,14.0,1,Yes,Yes,4.4,299,656.25
56,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,4.4,20,449.62
57,Lenovo,IdeaPad,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,No,4.3,758,473.32
58,DELL,Inspiron,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,15.0,1,No,Yes,4.4,634,480.0
59,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,4.5,816,559.01
60,Lenovo,Ideapad,Intel,Core i3,10.0,8,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,Yes,5.0,4,486.19
61,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,4.3,17,522.55
62,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,14.0,1,Yes,No,4.2,24,607.63
63,DELL,Vostro,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,4.3,1753,504.32
64,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.96,0,No,No,4.2,216,510.39
65,Lenovo,Ideapad,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,4.4,1084,510.39
66,Infinix,INBook,Intel,Core i3,10.0,8,LPDDR4X,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,4.3,1221,401.0
67,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,3.8,19,467.85
68,Lenovo,Missing,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.0,1,No,Yes,4.4,106,473.93
69,Lenovo,ThinkPad,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,4.1,42,546.86
70,Lenovo,IdeaPad,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,0.0,0,443.54
71,Lenovo,Missing,Intel,Core i3,10.0,8,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,0.0,0,473.68
72,HP,Missing,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.2,1029,545.76
73,MSI,Missing,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,0,No,No,4.5,53,473.93
74,DELL,Vostro,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,0,No,No,0.0,0,540.01
75,ASUS,VivoBook,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,15.12,1,No,No,0.0,0,437.46
76,Lenovo,Ideapad,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,15.12,1,No,Yes,3.9,48,488.63
77,Lenovo,Missing,Intel,Core i3,10.0,4,DDR4,256,0,Windows,32,0,Casual,15.12,0,No,No,3.7,3,498.24
78,DELL,Inspiron,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,1,No,No,0.0,0,516.47
79,realme,Book,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.4,6352,583.43
80,acer,Chromebook,Intel,Celeron Dual,2.0,4,DDR4,0,512,Windows,32,0,Casual,15.12,0,No,No,3.3,61,291.6
81,DELL,Missing,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,15.12,0,Yes,No,4.3,97,875.15
82,ASUS,VivoBook,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,15.12,1,No,No,4.4,181,486.08
83,Lenovo,IdeaPad,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,15.12,1,No,Yes,4.4,529,510.49
84,ASUS,Missing,Intel,Core i3,11.0,4,DDR4,256,0,Windows,32,0,Casual,15.12,0,No,No,0.0,0,510.39
85,Lenovo,Ideapad,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,15.12,2,No,Yes,0.0,0,486.19
86,ASUS,Commercial,Intel,Core i3,10.0,4,DDR4,256,0,Windows,32,0,Casual,15.12,0,No,No,0.0,0,486.08
87,Lenovo,Ideapad,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,15.12,0,No,No,4.2,10,486.18
88,HP,14s,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.4,5205,516.47
89,Lenovo,Missing,Intel,Core i3,10.0,4,DDR4,256,0,Windows,32,0,Casual,15.12,0,No,No,3.7,3,510.39
90,ASUS,Missing,Intel,Core i3,11.0,4,DDR4,256,0,Windows,32,0,Casual,15.12,0,No,No,0.0,0,589.4
91,HP,Missing,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.2,1090,539.39
92,DELL,Missing,Intel,Core i3,11.0,4,DDR4,256,0,Windows,32,0,Casual,15.12,0,No,No,0.0,0,533.61
93,DELL,INSPIRON,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,15.12,1,No,No,0.0,0,567.52
94,Lenovo,Missing,Intel,Core i3,10.0,4,DDR4,256,0,Windows,32,0,Casual,15.12,0,No,No,5.0,1,498.24
95,DELL,Inspiron,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,1,No,No,4.0,44,486.08
96,Lenovo,V15,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,0,No,No,0.0,0,534.7
97,ASUS,VivoBook,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,15.12,1,No,No,4.5,70,449.62
98,DELL,Missing,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,0.0,0,589.52
99,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,0.0,0,595.48
100,ASUS,Chromebook,Intel,Celeron Dual,2.0,4,LPDDR4,0,512,Windows,32,0,Casual,15.12,0,No,No,4.2,632,285.52
101,HP,Pavilion,Intel,Core i3,8.0,4,DDR4,256,0,Windows,64,0,Casual,14.0,1,Yes,Yes,4.4,71,659.27
102,ASUS,VivoBook,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,4.3,990,461.77
103,HP,Missing,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,4.4,158,522.55
104,HP,Missing,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,4.3,681,522.55
105,ASUS,VivoBook,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,4.4,130,437.46
106,RedmiBook,15,Intel,Core i3,11.0,8,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,No,4.3,1063,522.55
107,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,4.3,30,522.55
108,ASUS,VivoBook,Intel,Core i3,11.0,8,LPDDR4X,512,0,Windows,32,0,Casual,14.0,1,Yes,Yes,4.7,6,631.94
109,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,4.5,174,595.48
110,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,4.5,40,522.55
111,Lenovo,Missing,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,3.9,13,473.93
112,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,14.96,0,No,No,4.3,184,559.01
113,HP,Missing,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,4.3,1296,516.47
114,HP,Missing,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,4.3,571,534.46
115,ASUS,Missing,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,4.3,2551,486.08
116,MSI,Missing,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,4.5,17,595.48
117,HP,Pavilion,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,Yes,4.5,35,668.41
118,MSI,Missing,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,4.4,118,498.24
119,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,0.0,0,510.39
120,Lenovo,IdeaPad,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,Yes,No,4.5,245,668.41
121,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,Yes,4.4,2058,546.86
122,HP,Missing,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,4.1,117,501.4
123,HP,Missing,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,0.0,0,546.86
124,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,4.7,74,522.55
125,DELL,Missing,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,No,4.4,10,738.91
126,HP,Missing,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,4.1,39,554.88
127,DELL,Vostro,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,3.9,29,510.39
128,DELL,Inspiron,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,4.2,43,552.94
129,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,0.0,0,546.86
130,Lenovo,IdeaPad,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,4.4,984,522.55
131,HP,15s,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.3,523,552.94
132,HP,Missing,Intel,Core i3,10.0,4,DDR4,512,0,Windows,32,0,Casual,15.12,0,No,No,4.4,30,471.61
133,HP,Pavilion,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,Casual,15.12,1,Yes,Yes,0.0,0,841.95
134,ASUS,VivoBook,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,Casual,15.12,1,No,Yes,0.0,0,627.8
135,HP,Missing,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.3,1605,583.32
136,ASUS,VivoBook,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,15.12,1,No,No,4.4,4008,498.24
137,ASUS,Missing,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.4,1869,522.55
138,ASUS,VivoBook,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,Casual,15.12,1,No,No,3.9,7,545.64
139,ASUS,VivoBook,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,15.12,1,No,No,4.4,4008,504.32
140,HP,15s,Intel,Core i3,11.0,4,DDR4,512,0,Windows,32,0,ThinNlight,15.12,1,No,No,0.0,0,619.79
141,HP,Missing,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.3,1278,594.38
142,ASUS,VivoBook,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,15.12,1,No,No,4.4,4008,498.24
143,DELL,Vostro,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,15.12,0,No,No,0.0,0,507.96
144,Lenovo,Ideapad,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,Casual,15.12,1,Yes,Yes,3.4,10,704.98
145,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,0.0,0,558.28
146,HP,Pavilion,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,4.3,143,674.49
147,ASUS,VivoBook,Intel,Core i3,10.0,8,DDR4,0,1025,Windows,64,0,Casual,14.1,1,No,No,3.9,28,399.78
148,Lenovo,IdeaPad,Intel,Core i3,10.0,8,DDR4,0,1025,Windows,64,0,ThinNlight,15.6,1,No,Yes,4.0,2124,437.46
149,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,64,0,ThinNlight,15.6,0,No,No,4.0,276,516.47
150,DELL,Vostro,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,64,0,ThinNlight,14.0,0,No,No,3.9,250,512.82
151,DELL,Vostro,Intel,Core i3,10.0,8,DDR4,0,1025,Windows,64,0,ThinNlight,14.0,1,No,Yes,4.0,1917,480.0
152,HP,15s,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,64,0,ThinNlight,15.6,1,No,Yes,4.1,4999,531.06
153,ASUS,VivoBook,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,Casual,15.6,1,No,No,3.8,17,437.46
154,DELL,3000,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,32,0,Casual,15.6,0,No,No,4.2,17,532.39
155,Lenovo,Missing,Intel,Core i3,10.0,8,DDR4,0,1025,Windows,32,0,Casual,15.6,0,No,No,0.0,0,473.93
156,ASUS,VivoBook,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.6,1,No,No,3.7,4203,425.31
157,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,64,0,Casual,15.6,1,No,No,3.9,13,472.83
158,DELL,Inspiron,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.12,1,No,No,3.8,15,486.08
159,DELL,INSPIRON,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,32,0,Casual,15.12,0,No,No,4.0,527,497.02
160,Lenovo,Missing,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.12,1,No,No,3.7,103,449.62
161,HP,15s,Intel,Core i3,11.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,3.9,324,486.08
162,HP,Missing,Intel,Core i3,11.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.0,69,510.39
163,DELL,Missing,Intel,Core i3,11.0,4,DDR4,0,1025,Windows,32,0,Casual,15.12,0,No,No,3.9,16,534.46
164,HP,Notebook,Intel,Core i3,11.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.12,1,No,No,3.9,40,483.65
165,ASUS,Missing,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,32,0,ThinNlight,15.12,0,No,No,3.4,12,432.6
166,HP,14s,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,3.8,1146,443.54
167,ASUS,VivoBook,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.0,1850,473.93
168,ASUS,Missing,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,32,0,ThinNlight,15.12,0,No,No,3.7,43,413.15
169,DELL,Inspiron,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,Casual,15.12,1,No,Yes,4.1,231,527.53
170,ASUS,Chromebook,Intel,Celeron Dual,2.0,4,LPDDR4,0,512,Windows,32,0,Casual,15.12,0,No,No,4.2,502,303.76
171,HP,15s,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.1,1096,495.32
172,DELL,Inspiron,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.1,313,522.67
173,ASUS,Vivo,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,Casual,15.12,0,No,No,4.7,7,461.89
174,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,64,0,ThinNlight,14.96,1,No,Yes,3.7,265,461.77
175,HP,DA,Intel,Core i3,7.0,8,DDR4,0,1025,Windows,64,2,Casual,15.6,0,No,No,4.5,38,598.99
176,Lenovo,Missing,Intel,Core i3,10.0,8,DDR4,0,1025,Windows,32,0,Casual,15.6,0,No,No,3.6,7,474.04
177,ASUS,Missing,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,32,0,Casual,15.6,0,No,No,3.0,4,504.44
178,acer,Missing,Intel,Core i3,11.0,4,DDR4,0,1025,Windows,32,0,Casual,15.6,0,No,No,0.0,0,449.73
179,DELL,Missing,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,32,0,Casual,15.6,0,No,No,0.0,0,521.45
180,ASUS,Chromebook,Intel,Celeron Dual,2.0,4,LPDDR4,0,512,Windows,32,0,Casual,15.12,0,No,No,3.9,818,261.21
181,DELL,Insprion,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,32,0,Casual,15.6,0,No,No,3.8,25,504.19
182,ASUS,VivoBook,Intel,Core i3,10.0,8,DDR4,0,1025,Windows,64,0,Casual,15.6,0,No,No,2.0,12,401.0
183,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,0,1025,Windows,64,0,Casual,15.6,1,No,No,3.2,17,470.16
184,ASUS,Chromebook,Intel,Celeron Dual,2.0,4,LPDDR4,0,512,Windows,32,0,Casual,15.12,0,No,No,4.1,974,291.6
185,DELL,Missing,Intel,Core i3,10.0,8,DDR4,0,1025,Windows,64,0,ThinNlight,14.96,0,No,No,3.2,83,490.94
186,ASUS,VivoBook,Intel,Core i3,10.0,4,DDR4,0,1025,Windows,64,0,ThinNlight,14.1,0,No,No,3.4,31,413.15
187,ASUS,Chromebook,Intel,Celeron Dual,2.0,4,LPDDR4,0,512,Windows,32,0,Casual,15.12,0,No,No,3.9,637,249.06
188,DELL,Vostro,Intel,Core i3,10.0,8,DDR4,256,1025,Windows,64,0,ThinNlight,15.6,1,No,Yes,5.0,7,504.32
189,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,256,1025,Windows,64,0,Casual,15.6,0,No,No,4.3,207,552.94
190,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,256,1025,Windows,64,0,Casual,15.6,0,No,No,4.3,844,540.78
191,ASUS,VivoBook,Intel,Core i3,11.0,8,DDR4,256,1025,Windows,64,0,Casual,14.1,1,No,Yes,4.2,53,509.18
192,DELL,Vostro,Intel,Core i3,11.0,4,DDR4,256,1025,Windows,64,0,ThinNlight,14.0,1,No,Yes,4.1,62,522.55
193,acer,Travelmate,Intel,Core i3,11.0,8,DDR4,256,1025,Windows,64,0,Casual,14.0,0,No,No,4.2,38,498.24
194,DELL,Inspiron,Intel,Core i3,11.0,8,DDR4,256,1025,Windows,64,0,ThinNlight,15.6,1,No,No,4.1,724,595.48
195,DELL,Vostro,Intel,Core i3,11.0,4,DDR4,256,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,0.0,0,529.84
196,DELL,Inspiron,Intel,Core i3,10.0,4,DDR4,256,1025,Windows,64,0,Casual,15.12,1,No,No,4.3,9,543.21
197,ASUS,ExpertBook,Intel,Core i3,10.0,4,DDR4,256,1025,Windows,64,0,Casual,15.12,0,No,No,0.0,0,498.24
198,DELL,Vostro,Intel,Core i3,11.0,4,DDR4,256,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,0.0,0,534.7
199,DELL,Vostro,Intel,Core i3,11.0,4,DDR4,256,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,0.0,0,529.84
200,DELL,Vostro,Intel,Core i3,10.0,4,DDR4,256,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.2,56,503.1
201,DELL,Vostro,Intel,Core i3,10.0,4,DDR4,256,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,0.0,0,538.35
202,DELL,Inspiron,Intel,Core i3,11.0,4,DDR4,256,1025,Windows,64,0,Casual,15.12,1,No,No,0.0,0,595.59
203,DELL,Vostro,Intel,Core i3,11.0,4,DDR4,256,1025,Windows,64,0,ThinNlight,15.12,1,No,Yes,3.9,170,486.08
204,DELL,Missing,Intel,Core i3,10.0,8,DDR4,256,1025,Windows,64,0,ThinNlight,15.6,0,No,No,2.9,95,563.88
205,ASUS,Chromebook,Intel,Celeron Dual,2.0,4,LPDDR4,0,512,Windows,64,0,Casual,15.12,0,No,No,3.6,197,230.83
206,ASUS,Chromebook,Intel,Celeron Dual,2.0,4,LPDDR4,0,512,Windows,32,0,Casual,15.12,0,No,No,3.6,1180,218.67
207,HP,14a,Intel,Celeron Dual,2.0,4,DDR4,0,512,Windows,64,0,Casual,15.12,0,No,No,3.6,232,321.75
208,HP,Chromebook,Intel,Celeron Dual,2.0,4,DDR4,0,512,Windows,64,0,Casual,15.12,0,No,No,3.8,596,340.22
209,Lenovo,Celeron,Intel,Celeron Dual,2.0,4,DDR4,0,1025,Windows,32,0,Casual,15.6,0,No,No,3.3,19,364.64
210,Lenovo,IdeaPad,Intel,Celeron Dual,2.0,4,LPDDR4X,0,512,Windows,64,0,Casual,15.12,0,No,No,3.7,84,315.91
211,Lenovo,IdeaPad,Intel,Celeron Dual,2.0,4,LPDDR4,0,512,Windows,32,0,Casual,15.12,0,No,No,3.4,414,206.52
212,Lenovo,IdeaPad,Intel,Celeron Dual,2.0,4,LPDDR4,0,512,Windows,32,0,Casual,15.12,0,No,No,2.8,70,303.76
214,acer,Aspire,Intel,Core i5,8.0,8,DDR5,0,512,Windows,32,4,Casual,15.12,0,No,No,4.4,10966,619.79
215,acer,Spin,Intel,Core i5,8.0,8,LPDDR4,0,512,Windows,32,0,Casual,15.12,1,No,No,4.0,1,1458.49
216,acer,Swift,Intel,Core i5,8.0,8,LPDDR4,0,512,DOS,32,0,Casual,15.12,0,No,No,4.3,31,1144.89
217,ASUS,ROG,Intel,Core i5,8.0,8,LPDDR4,0,512,DOS,32,4,Casual,15.12,0,No,No,4.5,1881,1290.47
218,DELL,Missing,Intel,Core i5,8.0,8,LPDDR4,0,512,DOS,32,4,Casual,15.12,1,No,No,1.6,23,827.64
219,DELL,XPS,Intel,Core i5,8.0,8,LPDDR4,0,512,DOS,32,0,ThinNlight,15.12,1,No,No,0.0,0,1701.59
220,HP,15s,Intel,Core i5,8.0,8,LPDDR4,0,512,DOS,32,0,ThinNlight,15.12,0,No,No,4.0,818,680.56
221,HP,Omen,Intel,Core i5,8.0,8,LPDDR4,0,512,DOS,32,4,Casual,15.12,0,No,No,0.0,0,1246.52
222,lenovo,Ideapad,Intel,Core i5,8.0,8,LPDDR4,0,512,DOS,32,0,Casual,15.12,0,No,No,4.2,204,887.2
223,Lenovo,Ideapad,Intel,Core i5,8.0,8,LPDDR4,0,512,DOS,32,2,Casual,15.12,0,No,No,4.2,4428,571.17
224,MICROSOFT,Surface,Intel,Core i5,8.0,8,LPDDR4X,128,0,Windows,64,0,Casual,15.12,0,Yes,No,4.4,56,1217.82
225,Smartron,t.book,Intel,Core i5,8.0,8,DDR3,128,0,Windows,64,0,Casual,15.12,0,Yes,No,3.5,30,644.1
226,MICROSOFT,Surface,Intel,Core i5,8.0,8,DDR3,128,0,Windows,64,0,Casual,15.12,0,Yes,No,4.5,49,1118.26
227,Smartron,t.book,Intel,Core i5,8.0,4,DDR3,128,0,Windows,64,0,Casual,12.2,0,Yes,No,3.9,28,644.1
228,HP,Pavilion,Intel,Core i5,8.0,8,DDR4,128,0,Windows,64,0,ThinNlight,13.3,1,No,No,4.3,129,923.93
229,Lenovo,Ideapad,Intel,Core i5,8.0,8,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,Yes,4.3,365,601.56
230,lenovo,Yoga,Intel,Core i5,8.0,8,LPDDR4,0,512,DOS,32,0,Casual,15.12,0,No,No,4.6,79,1251.85
231,acer,Swift,Intel,Core i5,8.0,8,DDR3,256,0,Windows,64,0,ThinNlight,15.12,1,No,Yes,4.4,39,1055.88
232,LG,Gram,Intel,Core i5,8.0,8,DDR4,256,0,Windows,64,0,Casual,15.12,0,No,No,4.5,15,935.82
233,LG,Gram,Intel,Core i5,8.0,8,DDR4,256,0,Windows,64,0,ThinNlight,15.12,0,No,No,0.0,0,935.82
234,ASUS,VivoBook,Intel,Core i5,8.0,8,DDR4,256,0,Windows,64,0,ThinNlight,15.12,1,No,No,0.0,0,595.48
235,LG,Gram,Intel,Core i5,8.0,8,DDR4,256,0,Windows,64,0,Casual,15.12,0,No,No,4.6,68,765.65
